CURRENT_LOGIN_USER                                                                                                                                                                                                                                              ;COMPUTER_NAME                                                   ;OPERATION_SYSTEM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;SERVICE_PACK                                                    ;IP_ADDR1                          ;MAC_ADDR1        ;IP_ADDR2                          ;MAC_ADDR2        ;BIOS_VERSION                                                                                                                    ;BIOS_SERIALNUMBER                                                                                                               ;MEMORY              ;DISK_TOTAL          
amilosevski                                                                                                                                                                                                                                                     ;PC09327                                                         ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;19044                                                           ;0x0A0A80B7                        ;C4-12-F5-30-9B-CD;0xFE80000000000000B25C96D9AF90CBA9;C4-12-F5-30-9B-CD;DELL   - 1072009 1.22.0                                                                                                         ;8VS9WC2                                                                                                                         ;          8468549632;        392884645888
nandonovski                                                                                                                                                                                                                                                     ;PCANF0049                                                       ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;19045                                                           ;0x0A0A1103                        ;18-03-73-CF-43-4D;0xFE80000000000000151A829E2C31EA26;18-03-73-CF-43-4D;DELL   - 6222004 Default System BIOS                                                                                            ;BR3F65J                                                                                                                         ;          4170113024;        108357042176
devicemonitor                                                                                                                                                                                                                                                   ;srvaitalkam                                                     ;Windows Server 2019 Standard Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;17763                                                           ;0x0A0A325D                        ;00-50-56-90-DC-6E;0xFE80000000000000F35CC2D6493BDCD9;00-50-56-90-DC-6E;INTEL  - 6040000 VMW71.00V.24224532.B64.2408191458                                                                              ;VMware-42 10 06 d6 85 8e 8f 1c-af b2 c7 96 ae 89 6c 33                                                                          ;         17178828800;        106727206912
vboceski                                                                                                                                                                                                                                                        ;srvaitdmsdev04                                                  ;Windows Server 2016 Standard Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;14393                                                           ;0x0A0A2608                        ;00-50-56-B3-4A-A2;NULL                              ;NULL             ;INTEL  - 6040000 VMW71.00V.21100432.B64.2301110304                                                                              ;VMware-42 33 7f 36 b4 e0 3f 77-85 b9 67 95 4f 06 12 1e                                                                          ;         17178824704;        106778587136
dpetrushevski                                                                                                                                                                                                                                                   ;PC000868                                                        ;Windows 11 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;22631                                                           ;0x0A0A0D11                        ;8C-04-BA-9C-2A-A1;0xFE80000000000000596806C45887844F;8C-04-BA-9C-2A-A1;DELL   - 1072009 1.29.0                                                                                                         ;B9Y0133                                                                                                                         ;         16951140352;        209164693504
sdzalevski                                                                                                                                                                                                                                                      ;srvaitrdchf06                                                   ;Windows Server 2012 R2 Standard Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;NULL                                                            ;0x0A0A2312                        ;00-50-56-b3-97-01;NULL                              ;NULL             ;INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0                                                                                    ;VMware-56 4d 45 4f d2 7a 2b 36-aa 15 18 7b 17 08 9c b1                                                                          ;          8589328384;        107004030976
alksql                                                                                                                                                                                                                                                          ;srvaitalksql                                                    ;Windows Server 2022 Standard Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;20348                                                           ;0x0A0A321E                        ;00-50-56-B3-54-4B;0xFE80000000000000592D8C945AB0A36B;00-50-56-B3-54-4B;INTEL  - 6040000 VMW71.00V.21100432.B64.2301110304                                                                              ;VMware-42 33 6e ae 7e ca 81 57-aa 22 b6 07 f2 94 0a a4                                                                          ;         17178845184;        160387035136
msoft                                                                                                                                                                                                                                                           ;srvaitsvdb16                                                    ;Windows Server 2022 Standard Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;20348                                                           ;0x0A0A3803                        ;00-50-56-B3-65-A8;0xFE80000000000000DB3B14F0BF53DBED;00-50-56-B3-65-A8;INTEL  - 6040000 VMW71.00V.21805430.B64.2305221826                                                                              ;VMware-56 4d 81 5b 4e 64 e4 6e-92 97 09 6c ca e7 49 9f                                                                          ;         34358697984;        106147344384
dmsadmin                                                                                                                                                                                                                                                        ;srvaitdmst02                                                    ;Windows Server 2008 R2 Standard Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Service Pack 1                                                  ;0x0A0A3283                        ;00-50-56-8E-2A-07;NULL                              ;NULL             ;INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0                                                                                    ;VMware-42 0e fe cf d0 46 61 bd-f5 b2 16 98 3e 2a 20 96                                                                          ;         12884299776;        160953266176
alkuser                                                                                                                                                                                                                                                         ;QC1095                                                          ;Windows 7 Professional Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Service Pack 1                                                  ;0x0A0A80BF                        ;98-90-96-B8-75-BD;0xFE80000000000000D8DB213E2CC4E39E;98-90-96-B8-75-BD;DELL   - 1072009 BIOS Date: 11/20/14 20:12:53 Ver: A02.00                                                                       ;J48KS42                                                                                                                         ;          8491278336;        350073384960
ppetrusevska                                                                                                                                                                                                                                                    ;KKFPC10                                                         ;Windows 7 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;Service Pack 1                                                  ;0x0A0A8093                        ;00-E0-4C-68-09-E0;NULL                              ;NULL             ;DELL   - 1072009 BIOS Date: 09/13/15 23:42:04 Ver: A07.00                                                                       ;61KK992                                                                                                                         ;         17116565504;        349816483840
kivanov1                                                                                                                                                                                                                                                        ;PCPMAG0006                                                      ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;19045                                                           ;0x0A1E060C                        ;18-03-73-C5-01-3B;0xFE80000000000000F2B9D6A4A574C5C7;18-03-73-C5-01-3B;DELL   - 6222004 Default System BIOS                                                                                            ;B9BV85J                                                                                                                         ;          4170113024;         95616712704
tpejic                                                                                                                                                                                                                                                          ;PCAINST0023                                                     ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;19045                                                           ;0x0A0A2A6B                        ;00-E0-4C-2B-FC-9F;0xFE80000000000000E095262281F9121F;00-E0-4C-2B-FC-9F;DELL   - 1072009 1.22.0                                                                                                         ;FL89LG2                                                                                                                         ;          8468451328;         97028976640
lvasilevska                                                                                                                                                                                                                                                     ;PCAUZ5069                                                       ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;17763                                                           ;0x0A0A2A0B                        ;98-3B-8F-E8-BF-D4;0xFE8000000000000044223040EF5EB3F4;98-3B-8F-E8-BF-D4;DELL   - 1072009 1.2.22                                                                                                         ;JCR17T2                                                                                                                         ;          8376238080;        178546274304
sdodevski                                                                                                                                                                                                                                                       ;srvaitldka2                                                     ;Windows 7 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;Service Pack 1                                                  ;0x0A0A32C7                        ;00-50-56-B3-AD-35;0xFE8000000000000089D2971E0284ECAE;00-50-56-B3-AD-35;INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0                                                                                    ;VMware-42 33 c8 3a f0 78 29 3b-91 c1 9c 02 be df d0 ed                                                                          ;          4294434816;         85792387072
aangelovska                                                                                                                                                                                                                                                     ;PCKKF1                                                          ;Windows 7 Professional Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Service Pack 1                                                  ;0x0A0A809E                        ;00-E0-4C-68-08-85;NULL                              ;NULL             ;DELL   - 1072009 BIOS Date: 01/15/16 04:30:17 Ver: 1.2.7                                                                        ;5YQSGD2                                                                                                                         ;          8444334080;        499581448192
vboskova                                                                                                                                                                                                                                                        ;MININT-EICF375                                                  ;Windows 7 Professional Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Service Pack 1                                                  ;0x0A0A8094                        ;18-03-73-C6-96-42;0xFE8000000000000050579C06456AAEE3;18-03-73-C6-96-42;DELL   - 6222004 Default System BIOS                                                                                            ;JTXD65J                                                                                                                         ;          8465207296;        350073384960
hangjelovski                                                                                                                                                                                                                                                    ;PCPMAG0004                                                      ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;18362                                                           ;0x0A1E0609                        ;34-17-EB-D8-6A-4B;0xFE80000000000000FCD4DF27AF6385C0;34-17-EB-D8-6A-4B;DELL   - 1072009 A16                                                                                                            ;DRK8G32                                                                                                                         ;          8471040000;        108560367616
adamevska                                                                                                                                                                                                                                                       ;MININT-3HG4P16                                                  ;Windows 7 Professional Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Service Pack 1                                                  ;0x0A0A8092                        ;48-4D-7E-FA-2C-D9;NULL                              ;NULL             ;DELL   - 1072009 BIOS Date: 02/06/17 01:28:50 Ver: 1.5.9                                                                        ;2LCW5K2                                                                                                                         ;          8469213184;        486998536192
asazdov                                                                                                                                                                                                                                                         ;PCAUZ3103                                                       ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;19045                                                           ;0x0A1E119B                        ;04-33-C2-4A-A0-97;0xFE800000000000009700D07FF7BAC0DB;04-33-C2-4A-A0-97;DELL   - 1072009 1.7.0                                                                                                          ;18Y0133                                                                                                                         ;          8361205760;        208357957632
astojanovski2                                                                                                                                                                                                                                                   ;PCANF2089                                                       ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;17763                                                           ;0x0A0A0C3E                        ;8C-04-BA-9B-64-7E;0xFE80000000000000840AD138B6A08AF5;8C-04-BA-9B-64-7E;DELL   - 1072009 1.2.1                                                                                                          ;BRPDS13                                                                                                                         ;          8361205760;        209154207744
oampov                                                                                                                                                                                                                                                          ;IPCAKKF2014                                                     ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;NULL                                                            ;0x0A0A239B                        ;48-4d-7e-ba-91-94;NULL                              ;NULL             ;DELL   - 1072009 1.7.1                                                                                                          ;9GGPYJ2                                                                                                                         ;          8472424448;        999217426432
btrajkovski                                                                                                                                                                                                                                                     ;PCANF1019                                                       ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;17763                                                           ;0x0A0A2AA8                        ;50-2B-73-C9-05-FF;0xFE80000000000000FC96F73928001B7B;50-2B-73-C9-05-FF;DELL   - 1072009 1.14.5                                                                                                         ;FL97LG2                                                                                                                         ;          8472457216;        196036521984
bnikoloska                                                                                                                                                                                                                                                      ;PCANF0061                                                       ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;17763                                                           ;0x0A0A0C5E                        ;64-00-6A-6A-15-05;0xFE800000000000003921271B49977A86;64-00-6A-6A-15-05;DELL   - 1072009 1.14.5                                                                                                         ;DK16H92                                                                                                                         ;          4177649664;        196036521984
dgolikova                                                                                                                                                                                                                                                       ;PCRUS184                                                        ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;19045                                                           ;0xC0A80169                        ;4C-EB-BD-96-C0-5F;0xFE80000000000000A2604BC6BDE9E9C9;4C-EB-BD-96-C0-5F;HPQOEM - 1 F.22                                                                                                                 ;CND0135XH8                                                                                                                      ;          7418953728;        254896140288
kdoneva                                                                                                                                                                                                                                                         ;QC2105                                                          ;Windows 7 Professional Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Service Pack 1                                                  ;0x0A0A80A2                        ;48-4D-7E-E0-B5-F9;NULL                              ;NULL             ;DELL   - 1072009 BIOS Date: 11/07/16 07:07:03 Ver: 1.5.4                                                                        ;61254J2                                                                                                                         ;          8469204992;        350073384960
okuznetsova                                                                                                                                                                                                                                                     ;PCRUS430                                                        ;Windows 11 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;22631                                                           ;0xC0A80068                        ;38-D5-7A-ED-46-A7;0xFE80000000000000A7BF58FF1FE3E229;38-D5-7A-ED-46-A7;HONOR - 2 1.15                                                                                                                  ;AUWRPM4612000084                                                                                                                ;         16469520384;        511168212992
eluneva                                                                                                                                                                                                                                                         ;PCRUS429                                                        ;Windows 11 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;22631                                                           ;0xAC140A04                        ;38-D5-7A-ED-24-59;0xFE80000000000000819270F018499E73;38-D5-7A-ED-24-59;HONOR - 2 1.15                                                                                                                  ;AUWRPM4612000028                                                                                                                ;         16469520384;        511168212992
aeromatic2user                                                                                                                                                                                                                                                  ;PCAeromatic4                                                    ;Windows 10 Professional Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;19043                                                           ;0x0A0A850E                        ;00-50-56-2D-70-AE;0xFE80000000000000E6C88E0DFF24619E;00-50-56-2D-70-AE;INTEL  - 6040000 VMW71.00V.21100432.B64.2301110304                                                                              ;VMware-56 4d 6e 96 93 98 30 02-4f 69 36 fc 74 2f 08 16                                                                          ;         17178845184;        342931070976
vgardzhuk                                                                                                                                                                                                                                                       ;PCRUS431                                                        ;Windows 11 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;22631                                                           ;0xC0A800A9                        ;38-D5-7A-ED-1A-99;0xFE80000000000000C853E78D17E19D78;38-D5-7A-ED-1A-99;HONOR - 2 1.15                                                                                                                  ;AUWRPM4612000323                                                                                                                ;         16469520384;        511168212992
mmarkovski3                                                                                                                                                                                                                                                     ;PC000169                                                        ;Windows 7 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;Service Pack 1                                                  ;0x0A0A0D0E                        ;98-90-96-B8-74-9F;0xFE800000000000003049BE69027E728A;98-90-96-B8-74-9F;DELL   - 1072009 BIOS Date: 05/30/19 02:14:39 Ver: A18.00                                                                       ;F58KS42                                                                                                                         ;          3678261248;        255953203200
oampov                                                                                                                                                                                                                                                          ;IPCAKKF2017                                                     ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;15063                                                           ;0x0A0A23A1                        ;E4-54-E8-A0-AD-E4;0xFE80000000000000E5487A0745DF76C3;E4-54-E8-A0-AD-E4;DELL   - 1072009 1.8.0                                                                                                          ;CPGMVY2                                                                                                                         ;         16965984256;       1999412129792
ncvetkovski                                                                                                                                                                                                                                                     ;TOCGEKKF2                                                       ;Windows 7 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;Service Pack 1                                                  ;0x0A0A80A1                        ;F8-B1-56-C9-47-F2;0xFE800000000000000C83EFE526B26AB7;F8-B1-56-C9-47-F2;DELL   - 1072009 BIOS Date: 12/23/13 09:56:28 Ver: A17.00                                                                       ;HNV4Q02                                                                                                                         ;          8470970368;        174742040576
apejoska                                                                                                                                                                                                                                                        ;PC001174                                                        ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;19045                                                           ;0x0A0A0C0B                        ;8C-04-BA-9B-8B-72;0xFE800000000000005D2D7303EE15B780;8C-04-BA-9B-8B-72;DELL   - 1072009 1.2.1                                                                                                          ;DRPDS13                                                                                                                         ;          8361205760;        244586639360
kstamatovska                                                                                                                                                                                                                                                    ;PCANF2100                                                       ;Windows 10 Enterprise Edition                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;19045                                                           ;0x0A0A0C3F                        ;8C-04-BA-A0-EE-BD;0xFE80000000000000747D515651BC9DC5;8C-04-BA-A0-EE-BD;DELL   - 1072009 1.7.0                                                                                                          ;9KFND43                                                                                                                         ;          8361205760;        208359333888
